Longitude,Latitude,Day,Violation Code,Street,Cluster,Count
-0.10309302527343621,0.1657054839215117,Thursday,13,William AVE,0,20179
0.13659632658423415,-0.30830962922897015,Saturday,39,Ellice AVE,1,10768
-0.005592271975405697,-0.13286247695928202,Wednesday,1,Colony ST,2,15308
-0.10309302527343621,0.35962075748295314,Tuesday,1,William AVE,3,16735
0.28284745653113563,0.16262746370614656,Friday,1,Bannatyne AVE,4,15713
0.31941023901793314,0.19032964564355784,Monday,1,Bannatyne AVE,5,13064
0.25847226820670016,0.27959223188608445,Thursday,7,Lombard AVE,6,469
-0.10715555666069779,-0.13594049717420972,Wednesday,5,McDermot AVE,7,2053
-0.18028112163429286,0.1995637062892158,Thursday,1,Hargrave ST,8,5711
